pickup_community_area,fare,trip_start_month,trip_start_hour,trip_start_day,trip_start_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_miles,pickup_census_tract,dropoff_census_tract,payment_type,company,trip_seconds,dropoff_community_area,tips
32.0,7.45,7,23,3,1404861300,41.877406123,-87.621971652,41.900221297,-87.629105186,2.1,,17031081100.0,Credit Card,,480.0,8.0,2.5
8.0,5.65,3,19,4,1425496500,41.892042136,-87.63186395,41.892042136,-87.63186395,1.0,,17031081700.0,Credit Card,Choice Taxi Association,360.0,8.0,3.0
8.0,5.05,8,19,7,1439666100,41.907520075,-87.6266589,41.90749193,-87.63576009,0.6,,17031080300.0,Cash,Taxi Affiliation Services,300.0,8.0,0.0
76.0,22.65,4,9,6,1396603800,41.980264315,-87.913624596,41.953582125,-87.72345239,10.6,,,Cash,,900.0,16.0,0.0
8.0,11.25,10,20,2,1382990400,41.899602111,-87.633308037,41.944226601,-87.655998182,0.0,,,Credit Card,Taxi Affiliation Services,960.0,6.0,2.8
8.0,7.25,2,21,7,1392498000,41.892042136,-87.63186395,41.890922026,-87.618868355,1.3,,17031081403.0,Cash,,540.0,8.0,0.0
32.0,6.65,7,22,5,1406845800,41.880994471,-87.632746489,41.892507781,-87.626214906,0.0,,17031081500.0,Cash,Taxi Affiliation Services,480.0,8.0,0.0
8.0,4.65,11,16,2,1416240000,41.89503345,-87.619710672,41.890922026,-87.618868355,0.5,,17031081403.0,Cash,Taxi Affiliation Services,240.0,8.0,0.0
8.0,33.05,7,16,6,1438358400,41.898331794,-87.620762865,41.785998518,-87.750934289,0.0,,17031980100.0,Credit Card,Blue Ribbon Taxi Association Inc.,3060.0,56.0,5.0
8.0,7.85,9,22,4,1379543400,41.892042136,-87.63186395,41.877406123,-87.621971652,0.1,,17031320400.0,Cash,Taxi Affiliation Services,600.0,32.0,0.0
8.0,8.25,5,19,2,1431373500,41.899155613,-87.626210532,41.870607372,-87.622172937,0.0,,17031320600.0,Cash,Taxi Affiliation Services,600.0,32.0,0.0
77.0,20.65,4,23,3,1429659000,41.9867118,-87.663416405,41.878865584,-87.625192142,0.5,,,Credit Card,Taxi Affiliation Services,1140.0,32.0,5.4
32.0,5.45,8,22,7,1375569900,41.884987192,-87.620992913,41.89321636,-87.63784421,0.0,,17031081800.0,Cash,Taxi Affiliation Services,240.0,8.0,0.0
8.0,20.25,8,12,4,1407327300,41.899602111,-87.633308037,42.009622881,-87.670166857,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,1200.0,1.0,0.0
8.0,38.25,11,14,1,1446993900,41.892507781,-87.626214906,41.97907082,-87.903039661,17.44,,17031980000.0,Cash,,2760.0,76.0,0.0
28.0,17.25,6,23,6,1434150900,41.874005383,-87.66351755,,,6.4,,,Credit Card,,1320.0,,0.0
28.0,9.05,4,23,6,1428102900,41.88528132,-87.6572332,41.898331794,-87.620762865,0.1,,17031081300.0,Cash,Taxi Affiliation Services,720.0,8.0,0.0
76.0,8.25,2,8,3,1360657800,41.97907082,-87.903039661,41.97907082,-87.903039661,1.3,,17031980000.0,Cash,,660.0,76.0,0.0
8.0,6.45,6,10,6,1402656300,41.892042136,-87.63186395,41.899155613,-87.626210532,0.0,,17031081201.0,Cash,Choice Taxi Association,480.0,8.0,0.0
6.0,6.45,3,12,1,1427632200,41.944226601,-87.655998182,41.922686284,-87.649488729,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,480.0,7.0,0.0
7.0,3.85,10,22,5,1445553000,41.922686284,-87.649488729,41.922686284,-87.649488729,0.3,,,Cash,KOAM Taxi Association,60.0,7.0,0.0
32.0,7.25,12,17,2,1482167700,41.880994471,-87.632746489,41.879255084,-87.642648998,0.7,,17031281900.0,Cash,,720.0,28.0,0.0
76.0,37.65,7,12,5,1405600200,41.97907082,-87.903039661,41.880994471,-87.632746489,17.7,,17031839100.0,Credit Card,,3360.0,32.0,4.0
32.0,6.45,4,16,5,1430409600,41.880994471,-87.632746489,41.88528132,-87.6572332,0.0,,17031833000.0,Cash,Blue Ribbon Taxi Association Inc.,420.0,28.0,0.0
8.0,5.0,2,12,7,1455365700,41.890922026,-87.618868355,41.898331794,-87.620762865,0.0,,17031081300.0,Credit Card,Taxi Affiliation Services,180.0,8.0,3.0
76.0,33.05,4,15,2,1367248500,41.97907082,-87.903039661,41.914616286,-87.631717366,161.0,,17031071500.0,Cash,Taxi Affiliation Services,1980.0,7.0,0.0
8.0,10.85,12,12,1,1387110600,41.890922026,-87.618868355,41.851017824,-87.635091856,3.5,,17031841100.0,Credit Card,Taxi Affiliation Services,780.0,34.0,0.0
3.0,8.25,9,11,7,1380368700,41.958055933,-87.660389456,41.936310131,-87.651562592,22.0,,17031063000.0,Cash,Taxi Affiliation Services,540.0,6.0,0.0
32.0,6.05,1,18,3,1421779500,41.880994471,-87.632746489,41.870607372,-87.622172937,1.0,,17031320600.0,Credit Card,,420.0,32.0,3.0
32.0,21.85,1,19,4,1390419900,41.878865584,-87.625192142,,,0.99,,,Credit Card,,960.0,,4.37
41.0,19.45,10,11,5,1382007600,41.794090253,-87.592310855,41.878865584,-87.625192142,0.81,,,Cash,,1140.0,32.0,0.0
8.0,3.25,2,0,7,1425083400,41.907520075,-87.6266589,41.907520075,-87.6266589,0.0,,17031080100.0,Cash,,0.0,8.0,0.0
8.0,6.25,2,21,2,1392066900,41.89321636,-87.63784421,41.877406123,-87.621971652,0.0,,17031320400.0,Cash,Taxi Affiliation Services,420.0,32.0,0.0
76.0,30.25,1,17,7,1421515800,41.980264315,-87.913624596,41.9867118,-87.663416405,13.9,,,Cash,,2160.0,77.0,0.0
8.0,58.65,7,11,3,1373370300,41.899155613,-87.626210532,41.97907082,-87.903039661,0.0,,17031980000.0,Cash,Choice Taxi Association,1440.0,76.0,0.0
8.0,16.05,9,17,4,1409766300,41.899602111,-87.633308037,41.944226601,-87.655998182,5.6,,,Cash,,1680.0,6.0,0.0
8.0,5.05,3,23,5,1363909500,41.892042136,-87.63186395,41.880994471,-87.632746489,0.4,,17031839100.0,Cash,Dispatch Taxi Affiliation,240.0,32.0,0.0
6.0,12.25,7,20,7,1373747400,41.936310131,-87.651562592,41.935438915,-87.693325868,0.0,,17031210900.0,Cash,Dispatch Taxi Affiliation,1200.0,21.0,0.0
32.0,37.45,9,6,2,1379312100,41.877406123,-87.621971652,41.97907082,-87.903039661,18.3,,17031980000.0,Cash,Dispatch Taxi Affiliation,1560.0,76.0,0.0
32.0,17.0,8,16,6,1471019400,41.878865584,-87.625192142,41.860190019,-87.7172201,4.7,,,Credit Card,Taxi Affiliation Services,1380.0,29.0,3.7
7.0,8.85,7,22,6,1436567400,41.914616286,-87.631717366,41.884987192,-87.620992913,0.1,,17031320100.0,Cash,Blue Ribbon Taxi Association Inc.,840.0,32.0,0.0
8.0,9.25,6,17,2,1434993300,41.892507781,-87.626214906,41.879255084,-87.642648998,0.1,,17031281900.0,Cash,Taxi Affiliation Services,960.0,28.0,0.0
32.0,4.65,1,13,4,1358946000,41.880994471,-87.632746489,41.89321636,-87.63784421,0.7,,17031081800.0,Cash,Dispatch Taxi Affiliation,120.0,8.0,0.0
56.0,27.65,11,11,4,1383735600,41.785998518,-87.750934289,41.884987192,-87.620992913,1.27,,17031320100.0,Credit Card,,1500.0,32.0,5.93
8.0,4.25,5,9,3,1369732500,41.891971508,-87.612945414,41.890922026,-87.618868355,0.0,,17031081403.0,Credit Card,Taxi Affiliation Services,120.0,8.0,2.0
6.0,16.45,9,14,7,1411222500,41.944226601,-87.655998182,41.899602111,-87.633308037,4.5,,,Cash,,1740.0,8.0,0.0
8.0,6.25,1,23,6,1422658800,41.892042136,-87.63186395,41.892536872,-87.659864318,1.5,,17031243400.0,Cash,Dispatch Taxi Affiliation,360.0,24.0,0.0
8.0,4.65,1,11,4,1421235900,41.89503345,-87.619710672,41.898331794,-87.620762865,0.7,,17031081300.0,Cash,Choice Taxi Association,240.0,8.0,0.0
7.0,8.44,9,6,2,1443422700,41.922686284,-87.649488729,41.922686284,-87.649488729,1.9,,,Cash,,660.0,7.0,0.0
32.0,5.25,11,8,2,1383553800,41.884987192,-87.620992913,41.892042136,-87.63186395,1.0,,17031081700.0,Cash,Dispatch Taxi Affiliation,300.0,8.0,0.0
8.0,6.05,5,0,1,1399768200,41.890922026,-87.618868355,41.892507781,-87.626214906,0.5,,17031081500.0,Credit Card,Northwest Management LLC,480.0,8.0,3.0
8.0,14.45,12,22,6,1386369900,41.890922026,-87.618868355,41.945170453,-87.668794439,0.0,,17031831900.0,Cash,Choice Taxi Association,840.0,6.0,0.0
6.0,5.5,12,16,6,1482508800,41.944226601,-87.655998182,41.944226601,-87.655998182,0.6,,,Cash,Taxi Affiliation Services,360.0,6.0,0.0
32.0,5.65,12,14,3,1417530600,41.880994471,-87.632746489,41.892042136,-87.63186395,0.8,,17031081700.0,Cash,,300.0,8.0,0.0
32.0,6.05,9,17,5,1410454800,41.880994471,-87.632746489,41.880994471,-87.632746489,0.7,,17031839100.0,Cash,,480.0,32.0,0.0
32.0,7.25,3,18,5,1395338400,41.880994471,-87.632746489,41.892507781,-87.626214906,1.4,,17031081500.0,Cash,,600.0,8.0,0.0
1.0,6.05,7,18,7,1404584100,42.009622881,-87.670166857,41.9867118,-87.663416405,1.3,,,Cash,,360.0,77.0,0.0
8.0,17.85,9,23,5,1378422000,41.892072635,-87.628874157,41.987225558,-87.664937724,0.75,,17031030500.0,Cash,,960.0,77.0,0.0
56.0,28.45,5,13,3,1431436500,41.79259236,-87.769615453,,,11.2,,,Cash,Dispatch Taxi Affiliation,2460.0,,0.0
7.0,9.5,6,18,7,1465668000,41.914616286,-87.631717366,41.880994471,-87.632746489,2.2,,17031839100.0,Cash,Dispatch Taxi Affiliation,720.0,32.0,0.0
41.0,17.85,9,22,5,1441922400,41.794090253,-87.592310855,41.899602111,-87.633308037,7.2,,,Cash,,1020.0,8.0,0.0
6.0,14.25,4,12,7,1428754500,41.944226601,-87.655998182,41.901206994,-87.676355989,3.5,,,Credit Card,,1560.0,24.0,3.0
6.0,15.0,11,8,3,1478594700,41.949829346,-87.64396537,41.89503345,-87.619710672,4.1,,17031081401.0,Pcard,,1200.0,8.0,0.0
76.0,28.05,4,0,5,1429144200,41.980264315,-87.913624596,,,13.2,,,Credit Card,Choice Taxi Association,1260.0,,5.0
32.0,16.85,11,21,6,1417210200,41.884987192,-87.620992913,41.941488234,-87.671107656,6.5,,17031062500.0,Cash,Taxi Affiliation Services,1140.0,6.0,0.0
24.0,8.65,2,18,3,1391537700,41.901206994,-87.676355989,41.899602111,-87.633308037,0.22,,,Cash,,840.0,8.0,0.0
8.0,6.45,8,17,7,1408211100,41.898331794,-87.620762865,41.891971508,-87.612945414,1.5,,17031081402.0,Cash,Northwest Management LLC,420.0,8.0,0.0
6.0,12.45,8,12,5,1408017600,41.934762456,-87.639853859,41.884987192,-87.620992913,4.4,,17031320100.0,Credit Card,Dispatch Taxi Affiliation,780.0,32.0,3.7
24.0,5.25,4,21,6,1367012700,41.89830587,-87.653613982,41.892042136,-87.63186395,0.0,,17031081700.0,Credit Card,Taxi Affiliation Services,240.0,8.0,2.0
28.0,10.45,9,16,3,1412095500,41.874005383,-87.66351755,41.878865584,-87.625192142,3.7,,,Cash,Choice Taxi Association,660.0,32.0,0.0
8.0,7.05,9,10,2,1411382700,41.892507781,-87.626214906,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Northwest Management LLC,540.0,32.0,0.0
76.0,25.45,1,6,3,1421734500,41.980264315,-87.913624596,41.92276062,-87.699155343,12.1,,,Credit Card,,1260.0,22.0,5.49
32.0,18.64,5,13,6,1368795600,41.880994471,-87.632746489,41.942691844,-87.651770507,6.3,,17031062100.0,Cash,,1500.0,6.0,0.0
8.0,10.85,12,12,2,1419249600,41.892507781,-87.626214906,41.859349715,-87.617358006,3.2,,17031330100.0,Cash,,780.0,33.0,0.0
7.0,34.65,2,16,5,1391705100,41.922686284,-87.649488729,41.980264315,-87.913624596,15.1,,,Cash,Taxi Affiliation Services,3120.0,76.0,0.0
32.0,5.5,7,21,4,1469049300,41.884987192,-87.620992913,41.89503345,-87.619710672,0.9,,17031081401.0,Cash,Taxi Affiliation Services,240.0,8.0,0.0
7.0,7.45,2,19,1,1424633400,41.921778188,-87.651061884,41.949829346,-87.64396537,1.9,,17031060900.0,Cash,,540.0,6.0,0.0
