pickup_community_area,fare,trip_start_month,trip_start_hour,trip_start_day,trip_start_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_miles,pickup_census_tract,dropoff_census_tract,payment_type,company,trip_seconds,dropoff_community_area,tips
6.0,11.45,2,21,6,1392411600,41.94258518,-87.656644092,41.911972301,-87.683642922,3.5,,17031240500.0,Cash,,1020.0,24.0,0.0
28.0,6.45,2,9,3,1392716700,41.885300022,-87.642808466,41.884987192,-87.620992913,0.0,,17031320100.0,Cash,Taxi Affiliation Services,480.0,32.0,0.0
32.0,3.25,8,20,6,1440189000,41.880994471,-87.632746489,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Choice Taxi Association,0.0,32.0,0.0
28.0,3.25,1,4,4,1357099200,41.885300022,-87.642808466,41.885300022,-87.642808466,0.0,,17031280100.0,Cash,,0.0,28.0,0.0
8.0,7.05,3,9,5,1426152600,41.89503345,-87.619710672,41.897983898,-87.641491533,0.0,,17031081900.0,Cash,Taxi Affiliation Services,600.0,8.0,0.0
8.0,7.45,9,9,4,1379495700,41.905857769,-87.630865027,41.884987192,-87.620992913,0.17,,17031320100.0,Cash,,480.0,32.0,0.0
8.0,35.65,4,5,2,1367214300,41.892042136,-87.63186395,41.97907082,-87.903039661,178.0,,17031980000.0,Credit Card,Taxi Affiliation Services,1140.0,76.0,7.5
76.0,26.65,8,21,5,1408052700,41.980264315,-87.913624596,41.947791586,-87.683834942,12.4,,,Credit Card,,1260.0,5.0,5.73
8.0,5.45,6,16,7,1371916800,41.904935302,-87.649907226,41.885300022,-87.642808466,0.0,,17031280100.0,Credit Card,Dispatch Taxi Affiliation,300.0,28.0,2.0
24.0,12.05,8,3,7,1440214200,41.901206994,-87.676355989,41.944226601,-87.655998182,4.0,,,Cash,Choice Taxi Association,960.0,6.0,0.0
76.0,36.04,4,14,5,1427985000,41.97907082,-87.903039661,41.892042136,-87.63186395,17.3,,17031081700.0,Credit Card,,2520.0,8.0,7.61
32.0,5.45,7,9,3,1404207000,41.880994471,-87.632746489,41.879255084,-87.642648998,0.0,,17031281900.0,Cash,Blue Ribbon Taxi Association Inc.,420.0,28.0,0.0
7.0,9.75,9,22,1,1473029100,41.914747305,-87.654007029,41.892507781,-87.626214906,0.1,,17031081500.0,Cash,Taxi Affiliation Services,660.0,8.0,0.0
8.0,7.85,3,3,7,1362798000,41.899602111,-87.633308037,41.901206994,-87.676355989,0.0,,,Cash,Taxi Affiliation Services,600.0,24.0,0.0
8.0,6.05,10,10,5,1414665000,41.891971508,-87.612945414,41.892042136,-87.63186395,1.1,,17031081700.0,Credit Card,Choice Taxi Association,360.0,8.0,2.0
32.0,40.05,4,9,4,1364979600,41.877406123,-87.621971652,41.97907082,-87.903039661,191.0,,17031980000.0,Cash,Taxi Affiliation Services,3060.0,76.0,0.0
